"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"2612","04-12-2024","Store","Value yard ","Nearby battery charging unit ","Paint tins are placed under battery charging unit. Do not keep any flammable items around the electrical panel.","Rank A",,"Do not keep any flammable materials around the electrical panel ","Fire","EHS Specific","12-12-2024","Srinivasan.K.B - CMSBU","ELAMARAN.R - Stores","Closed","Remove keep any flammable materials around the electrical panel ","Jayachandra babu.D - WED","Reserved_ImageAttachment_[10]_[AfterPhoto][10]_[1000534119][1]_[2].jpg","1"
"2613","04-12-2024","Store","Value yard ","Press machine area ","RCCB is not connected to Lighting and pedestal fan. ","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_155029][1]_[1].jpg","RCCB to be fixed ","Safety","EHS Specific","12-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Closed","ELCB PROVIDED","Srinivasan.K.B - CMSBU",,"1"
"2614","04-12-2024","WED","Value yard ","Press machine area ","One light is not working.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_155029][1]_[1].jpg","Need to be rectified ","Safety","EHS Specific","12-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Closed",,"Srinivasan.K.B - CMSBU",,"1"
"2615","04-12-2024","Store","value yard ","Press machine shed ","Roof gutter is rusted and corroded conditions. Hole on the roof gutter.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_155104][1]_[1].jpg","Roof gutter need to be changed ","Safety","EHS Specific","13-12-2024","Mahesh Kanna.V - WED","Ajith Kumar.M - WED","Open",,"Balakrishna Pawar - WED",,"1"
"2616","04-12-2024","Store","Value yard ","Nearby Fire hydrant point ","Street post 98, light is not working.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_155256][1]_[1].jpg","Need to be rectified ","Safety","EHS Specific","11-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Closed","INCOMING SUPPLY PROBLEM NEW CABLE LAYING WORK DONE NOW CHECKED OK ","Srinivasan.K.B - CMSBU",,"1"
"2617","04-12-2024","Store","Airtel tower compound. ",,"Grasses is grown inside the Airtel tower and grasses need to be trimmed.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_155421][1]_[1].jpg","grasses need to be trimmed.","Safety","EHS Specific","06-12-2024","Jaya Prakash.L - WED (Horticulturist)","Jagadeesan.A - WED","Closed","Grass trimmed.","Ganesh.V - WED","Reserved_ImageAttachment_[10]_[AfterPhoto][21]_[IMG20241225132329 (1)][1]_[4].jpg","1"
"2618","04-12-2024","WED","Airtel tower compound ",,"Airtel tower gate is not under lock and key. ","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_155421][1]_[1].jpg","Gate should be in under locked conditions, to avoid unauthorized entry.","Safety","EHS Specific","12-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Closed",,,,"1"
"2619","05-12-2024","WED","LPG Yard","Deludge System","SOP is not available for Fire Sprinkler and Fire Monitor System","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_080750][1]_[1].jpg","Recommended to provide SOP as soona s possible","Safety","EHS Patrol","05-12-2024","Muralidharan.V - WED","Siva Prasad.S - Fire Officer","Open",,"Jayachandra babu.D - WED",,"1"
"2620","05-12-2024","WED","LPG Yard","Sprinkler System","Normally Open Close Display is not available in Fire Sprinkler System","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_080828][1]_[1].jpg","Recommended to provide Normally open close display in fire Sprinkler System","Safety","EHS Patrol","17-12-2024","Muralidharan.V - WED","Siva Prasad.S - Fire Officer","Open",,"Jayachandra babu.D - WED",,"1"
"2621","05-12-2024","WED","Sludge Storage area","*******","Rain water Stagnation found in Sludge storage area since long days and the rain water is mixed with the sludge and gets contaminated since long time","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_081404][1]_[1].jpg","Recommended to clear the water ASAP, as well as proper shed to be provided to avoid rain water stagnation in sludge Storage area","Safety","EHS Patrol","12-12-2024","Bharath.P - Environment","Ajith Kumar.M - WED","Open",,"Balakrishna Pawar - WED",,"1"
"2622","05-12-2024","WED","Main Septic tank gangway","*******","Electric lines are exposed outside in pedestrian area, Insulation also not properly done","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_081520][1]_[1].jpg","Recommended to remove the electrical line over the pedestrian area and insulation to be done properly","Safety","EHS Patrol","06-12-2024","Jagadeesan.A - WED","Prabu - WED","Open",,"Ganesh.V - WED",,"1"
"2623","05-12-2024","WED","Chemical Stores Sprinkler system area","*******","Card board and Other wastes are dumped near the Sprinkler system as well as Chemical Stores, There is an Increase of fire load,  Increasing chance if fire","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_081636][1]_[1].jpg","Recommended to Clear the unwanted waste and Scrap as soon as possible ","Safety","EHS Patrol","05-12-2024","Ajith Kumar.M - WED","Mahesh Kanna.V - WED","Closed","cotton box cleaning work","ELAMARAN.R - Stores","Reserved_ImageAttachment_[10]_[AfterPhoto][13]_[1735372691677][2]_[13].jpg","1"
"2624","05-12-2024","WED","Fire pump room","*******","Fire pump room display found in red colour","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_081957][1]_[1].jpg","Recommended to check the panel","Safety","EHS Patrol","06-12-2024","Muralidharan.V - WED","Jayachandra babu.D - WED","Closed","While pump in off condition all lights will be in red color. If any pump switched on then light will turn into green so that red color indication normal only","Jayachandra babu.D - WED","Reserved_ImageAttachment_[10]_[AfterPhoto][32]_[0307c37699b0436b8a4101c5e6fbead5][1]_[3].jpg","1"
"2625","05-12-2024","WED","HSD yard Fire Sprinker System","*******","SOP is not available for fire deluge system as well as fire Sprinkler system and Normally open close display is not placed in the valves","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_082310][1]_[1].jpg","Recommended to provide the SOP and as well as Display board","Safety","EHS Patrol","06-12-2024","Jayachandra babu.D - WED","Siva Prasad.S - Fire Officer","Closed",,"Muralidharan.V - WED","Reserved_ImageAttachment_[10]_[AfterPhoto][32]_[977c66d05283441b880152fad1dad9f3][1]_[4].jpg","1"
"2626","05-12-2024","WED","Fire pump room","Jockeypump","For Jockey panel, Auto and manual display is not written, ","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_082026][1]_[1].jpg","Recommended to display the auto manual display or Sticker","Safety","EHS Patrol","06-12-2024","Jayachandra babu.D - WED","Siva Prasad.S - Fire Officer","Closed",,"Muralidharan.V - WED","Reserved_ImageAttachment_[10]_[AfterPhoto][32]_[b09ada2f5c2a40cfb1690855c70c89a0][1]_[4].jpg","1"
"2627","05-12-2024","Process","ETP Gangway","****","Unwanted scrab materials stored between ETP and Logistics office gangway ","Rank B","Reserved_ImageAttachment_[5]_[Photo][17]_[IMG20241205081759][1]_[1].jpg","Suggested to clear the unwanted scrab material's from this gangway to avoid obstructions ","5S","EHS Patrol","05-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Ramasami.M - Process",,"1"
"2628","05-12-2024","Process","Opposite to hydrant pump room","****","Unwanted materials stored in front of the fire hydrant in emergency unable to access this hydrant point.","Rank B","Reserved_ImageAttachment_[5]_[Photo][17]_[IMG20241205082119][1]_[1].jpg","Suggested to clear the unwanted materials from this hydrant location at the earliest.","Fire","EHS Patrol","05-12-2024","Kumaresan.K - QC Lab","Karuppaiah.M - Process","Open",,"Ramasami.M - Process",,"1"
"2629","05-12-2024","CMSPU","Rotor","Water dispenser","Water is leaking from the water dispenser.","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241205_132854][1]_[1].jpg","water dispenser needs  to be repaired.","Environment","EHS Specific","21-12-2024","Selvapalamalai.S - WED",,"Closed","COMPLETED",,"Reserved_ImageAttachment_[10]_[AfterPhoto][19]_[IMG-20241205-WA0020][1]_[5].jpg","1"
"2630","07-12-2024","APU","Ifa-1","Tricolour bin audit","Biscuit wrappers were placed in green bin and plastic covers were placed in red bin","Rank A","Reserved_ImageAttachment_[5]_[Photo][28]_[Screenshot 2024-12-07 151112][1]_[1].png","Biscuit wrappers should be placed in blue bin and plastic covers should be placed in red bin.","Environment","EHS Specific","08-12-2024","Prasath.M - ABU",,"Open",,,,"1"
"2631","09-12-2024","EPU","BN7I HMIL","IVT0714","Push button are not available and  push button box in damaged condition ","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000210055][1]_[1].jpg","Suggested to remove the push button box if not required otherwise kindly replace the push buttons","Safety","EHS Patrol","09-12-2024","Stephen Paulraj D - EPU","Senthil Murugan S - EPU","Open",,"Sakthi.K ( LTVS - Padi, EPU )",,"1"
"2632","09-12-2024","EPU","Urea pump assembly","Tricolur bin audit","Carboard box placed in red bin.","Rank A","Reserved_ImageAttachment_[5]_[Photo][4]_[Urea][1]_[1].png","Carboard box should be placed in green bin.","Environment","EHS Specific","10-12-2024","Senthil Murugan S - EPU",,"Closed",,,"Reserved_ImageAttachment_[10]_[AfterPhoto][25]_[Urea pump closed 10.12.24][1]_[4].png","1"
"2633","09-12-2024","EPU","Bldc","Tricolour audit","Wastes not properly disposed.","Rank A","Reserved_ImageAttachment_[5]_[Photo][12]_[Bldc 9.12.24][1]_[1].png","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.","Environment","EHS Specific","10-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2634","09-12-2024","EPU","APU Ifa-1","Tricolour bin audit","Wastes not properly disposed","Rank A","Reserved_ImageAttachment_[5]_[Photo][11]_[APU 9.12.24][1]_[1].png","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.","Environment","EHS Specific","10-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2635","09-12-2024","EPU","Armature","Tricolour bin audit","Waste not disposed properly","Rank A","Reserved_ImageAttachment_[5]_[Photo][20]_[EPU Armature 9.12.24][1]_[1].png","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.","Environment","EHS Specific","10-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2636","10-12-2024","APU","Ifa-1","Tricolour bin audit","Wastes not disposed properly","Rank A","Reserved_ImageAttachment_[5]_[Photo][12]_[APU 10.12.24][1]_[1].jpg","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.","Environment","EHS Specific","11-12-2024","Prasath.M - ABU",,"Closed",,,"Reserved_ImageAttachment_[10]_[AfterPhoto][29]_[thumbnail_IMG-20241217-WA0010][1]_[4].jpg","1"
"2637","10-12-2024","EPU","Armature","Tricolour bin audit","Waste not disposed properly","Rank A","Reserved_ImageAttachment_[5]_[Photo][21]_[EPU Armature 10.12.24][1]_[1].jpg","Red bin- Used gloves, oil contaminated materials, Blue bin- Plastic waste, Green bin- Paper and carboard waste.","Environment","EHS Specific","11-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2638","10-12-2024","Tool Room","Tool and Cutter Grinding ","IGT0007","Fully closed Grinding Guarding missing ","Rank A",,"Suggested to replace Grinder full guarding ","Safety","EHS Patrol","11-12-2024","Yuvaraja.T - Tool Room","Shanmugam.V - Tool Room","Open",,"Samraju .C - Tool Room",,"0"
"2639","11-12-2024","APU","Store",,"Adapter was used in the junction box. This may cause fire hazard due to overload.","Rank B",,"Remove the adapter and instruct the workers not to overload in the junction box ","Fire","Fire Patrol","12-12-2024","Sujai Kumar.S - ABU","Prasath.M - ABU","Open",,"Subbian.K - Intelligence Officer",,"0"
"2640","12-12-2024","EPU","Urea Pump","Tricolour bin audit","1. Stacking of waste outside the bin and
2. Placing the blue bin in unreachable place.
","Rank A","Reserved_ImageAttachment_[5]_[Photo][28]_[Screenshot 2024-12-12 121445][1]_[1].png","Remove the waste and place the bins in reachable place.","Environment","EHS Specific","13-12-2024","Senthil Murugan S - EPU",,"Open",,,,"1"
"2641","13-12-2024","WED","Phosphating ","IVX 0098","Accumulation of combustible dust in the Almonard fan.","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000258906][1]_[1].jpg","Needs routine cleaning and maintenance ","Fire","Fire Patrol","14-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Closed","FAN MESH REMOVED & CLEANED ","Subbian.K - Intelligence Officer",,"1"
"2642","16-12-2024","Store","Varnish store",,"Cotton Waste are accumulated on the window.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144340][1]_[1].jpg","5S to be maintained ","5S","EHS Specific","19-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2643","16-12-2024","Store","Varnish store","Varnish store -outside ","Unwanted pipe area not removed.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144346][1]_[1].jpg","Need to be mainatianed ","5S","EHS Specific","20-12-2024","Bharath.P - Environment","Prasad.R - EPU","Open",,"ELAMARAN.R - Stores",,"1"
"2644","16-12-2024","Store","Varnish store","Varnish store- Outside ","Grass is grown and it's not trimmed.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144346][1]_[1].jpg","Need to be trimmed ","5S","EHS Specific","19-12-2024","Jaya Prakash.L - WED (Horticulturist)","Prasad.R - EPU","Closed","Grass trimmed.","ELAMARAN.R - Stores","Reserved_ImageAttachment_[10]_[AfterPhoto][17]_[IMG20241225084215][1]_[4].jpg","1"
"2645","16-12-2024","Store","Varnish store","Varnish store- Outside ","Roof truss pipe are rusted conditions.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144357][1]_[1].jpg","Need to be rectified ","Safety","EHS Specific","19-12-2024","Ajith Kumar.M - WED","Prasad.R - EPU","Open",,"ELAMARAN.R - Stores",,"1"
"2646","16-12-2024","Store","Varnish store",,"Rack is not in vertical position & it's in inclined position. Possibilities of fall down of the rack is high. ","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144528][1]_[1].jpg","Rack need to be changed ","Safety","EHS Specific","27-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2647","16-12-2024","Store"," Varnish store",,"Materials are stacked on top of the rack one over another, possibilities of fall down of material is high while handling.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144825][1]_[1].jpg","Do not stack materials on top of the one over anothet","Safety","EHS Specific","16-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2648","16-12-2024","Store","Varnish store","Rack","Top of the rack is entirely corroded and broken condition.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144855][1]_[1].jpg","Rack need to be changed ","Safety","EHS Specific","28-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2649","16-12-2024","Store"," Varnish store",,"Unwanted materials are not disposed and housekeeping is not done on the racks.","Rank C","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145215][1]_[1].jpg","5S to be maintained ","5S","EHS Specific","18-12-2024","Prasad.R - EPU",,"Open",,,,"1"
"2650","16-12-2024","Store"," Varnish store","Rack","Rack shelves are entirely corroded and broken condition. The entire rack need to be changed.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145236][1]_[1].jpg","Racks need to be changed ","Safety","EHS Specific","20-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2651","16-12-2024","Store","Varnish store",,"Varnish spillages below the barrels are not cleaned.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145409][1]_[1].jpg","Need to be cleaned and 5S to be maintained ","5S","EHS Specific","18-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2652","16-12-2024","Store","Varnish store",,"Portable varnish barrel stand is not double earthed.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145503][1]_[1].jpg","Need to be double earthed ","Safety","EHS Specific","22-12-2024","Jagadeesan.A - WED","ELAMARAN.R - Stores","Open",,"Ganesh.V - WED",,"1"
"2653","16-12-2024","Store","Varnish store","Varnish store-Outside "," Grass is grown and it's not trimmed.","Rank B","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145731][1]_[1].jpg","5S to be maintained ","Safety","EHS Specific","21-12-2024","Jaya Prakash.L - WED (Horticulturist)","Prasad.R - EPU","Closed","Grass trimmed.","ELAMARAN.R - Stores","Reserved_ImageAttachment_[10]_[AfterPhoto][17]_[IMG20241225084215][1]_[4].jpg","1"
"2654","16-12-2024","Store","Varnish store",,"Bottom of the rack is entirely corrode and broken condition","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145904][1]_[1].jpg","Rack need to be changed ","Safety","EHS Specific","21-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2655","16-12-2024","Store",," Varnish store"," Materials are stacked on top of the rack one over another the possibilities of all down of material while handling.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_150050][1]_[1].jpg","Do not stack materials on top of the rack one over another ","Safety","EHS Specific","17-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2656","16-12-2024","Store","Varnish store","Rack ","Access ladder is not available for place and retrieval of materials on the rack.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_145320][1]_[1].jpg","Ladder to be provided for access the materials on the rack ","Safety","EHS Specific","27-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2657","16-12-2024","Store","Varnish store","Rack ","All the chemicals storage rack are not double earthed. Single earthing only provided.","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_144825][1]_[1].jpg","Need to be double earthed ","Safety","EHS Specific","20-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Open",,"ELAMARAN.R - Stores",,"1"
"2658","16-12-2024","Store","Chemical store",,"Light is not working","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_150133][1]_[1].jpg","Need to be rectified ","Safety","EHS Specific","20-12-2024","Jagadeesan.A - WED","Ganesh.V - WED","Closed","TUBE LIGHT REPLACED","ELAMARAN.R - Stores",,"1"
"2659","16-12-2024","Store","Chemical store",,"Chemical store metal partition is not in vertical position and it is positioned in inclined. Possibilities of all down of metal partition are high so the partition needs to be mounted permanently. ","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_150219][1]_[1].jpg","Barricades need to be fixed permanently  ","Safety","EHS Specific","16-12-2024","Prasad.R - EPU","Ajith Kumar.M - WED","Open",,"ELAMARAN.R - Stores",,"1"
"2660","16-12-2024","Store","Chemical store",,"Chemical tins  are stacked one over another with over height. Possibilities of fall down of the tin is high while handling. ","Rank A","Reserved_ImageAttachment_[5]_[Photo][19]_[IMG_20241125_150309][1]_[1].jpg","Do not stack tins one over another with over height.","Safety","EHS Specific","18-12-2024","Prasad.R - EPU","ELAMARAN.R - Stores","Open",,,,"1"
"2661","16-12-2024","WED","APU calw","Roof","Pipe lines are hanging without Support., water, Air and electrical lines are laying without support","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_090745][1]_[1].jpg","Recommeded to provide the support","Safety","EHS Patrol","23-12-2024","Ajith Kumar.M - WED","Mahesh Kanna.V - WED","Open",,"Ajith Kumar.M - WED",,"1"
"2662","16-12-2024","APU","Claw","IPH0222- Claw Sizing","No Proper Body earthing is provided for motor behind the machine","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_090836][1]_[1].jpg","Recomended to provide proper Double earhing","Safety","EHS Patrol","18-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2663","16-12-2024","APU","Claw","IKS0010 Shot Blasting","Rotating parts and Gears in the side of the machine is not guarded, Chances of Entanglement or Crush Injury","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_090922][1]_[1].jpg","Recommended to Provide guard for the rotating guards","Safety","EHS Patrol","18-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2664","16-12-2024","APU","Claw","*******","Pipe lines are rusted bad, and found some pipe lines are not in use","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091039][1]_[1].jpg","Recommended to take immediate actions","Safety","EHS Patrol","23-12-2024","Muralidharan.V - WED",,"Closed","water line painted remaining will be take care by APU Maintenance","Prasath.M - ABU","Reserved_ImageAttachment_[10]_[AfterPhoto][19]_[IMG-20241223-WA0001][1]_[3].jpg","1"
"2665","16-12-2024","APU","Claw","Annealingmachine","Near by annealing machine, Electrical wires and Network cable are not routed properly and Waste gloves are dumped over there, Cleanings are not done there","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091112][1]_[1].jpg","Proper cable layout to be done and Frequent cleaning to be done","Safety","EHS Patrol","18-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2666","16-12-2024","APU","Claw","Gangway","Small pipe lines are laying near by the gangway without proper layout, may cause trip hazard","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091128][1]_[1].jpg","Recommended to to keep the pipe lines away from the gangway and provide proper layout","Safety","EHS Patrol","17-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2667","16-12-2024","APU","Claw","Electrical panel","Improper materials are stored beyond the barricading of electrical panel- Electrical hazard","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091142][1]_[1].jpg","Recommended to remove the improper material from the area","Safety","EHS Patrol","17-12-2024","Raja.N - ABU","Karthik - ABU","Open",,"Prasath.M - ABU",,"1"
"2668","16-12-2024","APU","Claw","Fire Extinguisher","Proper marking is not done for Fire extinguisher trolley and unwanted materials are placed near the fire extinguisher trolley- Access Blockage","Rank B","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091157][1]_[1].jpg","Recommended to clear the blockage and provide proper painting","Safety","EHS Patrol","23-12-2024","Siva Prasad.S - Fire Officer","Karthik - ABU","Open",,"Prasath.M - ABU",,"1"
"2669","16-12-2024","APU","Claw","Power panel","Tarpaulin is used to close the panel, Electrical lines are improperly closed and dust accumulated over the electrical wires- Fire Hazard","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091218][1]_[1].jpg","Recommended to Clear the dust properly","Safety","EHS Patrol","23-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2670","16-12-2024","APU","Claw","Near by Press machines","Oil soaked cotton wastes are mixed with Other wastes and contaminated the land","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091238][1]_[1].jpg","Recommended to buy additional bins to avoid land Contamination and Shot blasting scraps need to frequently cleaned","Safety","EHS Patrol","23-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2671","16-12-2024","APU","Claw","******","Oil Waste and Shot blasting waste as well s annealing waste are not cleaned from the floor, Throughout the claw area, Land Contamination has found everywhere","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091250][1]_[1].jpg","Cleaning frequency need to be increased and Additional Secondary containment to be provide for press machineries and Hydraulic oil tank","Environment","EHS Patrol","23-12-2024","Raja.N - ABU","Karthik - ABU","Open",,"Prasath.M - ABU",,"1"
"2672","16-12-2024","APU","Claw","IPH0216- Raising press","Side door found in open condition and no interlock is available in the machine, Only normal mechanical door is available","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091309][1]_[1].jpg","Recommended to Provide interlock to the guard","Safety","EHS Patrol","17-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2673","16-12-2024","APU","Claw","EOT crane","Electrical wirings are damaged in the EOT cane and it is improperly insulated","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091408][1]_[1].jpg","Recommended to provide proper insulation to the electrical wiring","Safety","EHS Patrol","23-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2674","16-12-2024","APU","Claw","IPH0091- Block back press machine","MCB box is damaged and found not inspected","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091433][1]_[1].jpg","Recommended to get insopected with CWED- Electrical and need to replaced MCB Box door","Safety","EHS Patrol","18-12-2024","Jagadeesan.A - WED","Karthik - ABU","Closed","ENCLOSURE DAMAGED COVER CORRECTED ","Prasath.M - ABU",,"1"
"2675","16-12-2024","APU","Claw","IPH0206- Press machine","Abnormal Noise is Observed in this press machine, from the Operators Working area","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091504][1]_[1].jpg","Need to Check the noise level and to take corrective actions","Environment","EHS Patrol","23-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2676","16-12-2024","APU","Claw","Il0121- Lathe machine","Machines are blocked with Oil can and it doesn't have Secondary Containment, Land contamination and machine blockage Observed","Rank A","Reserved_ImageAttachment_[5]_[Photo][15]_[20241216_091758][1]_[1].jpg","Recomended to clear the unwanted materials from the  machine and need to provide secondary containment s from Oil cans","Safety","EHS Patrol","23-12-2024","Karthik - ABU","Raja.N - ABU","Open",,"Prasath.M - ABU",,"1"
"2677","16-12-2024","GRS","Shaft line ","IG0133","Coolant oil leakage from the secondary containment ","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000213117][1]_[2].jpg","Suggested to clear the accumulated bur in secondary containment ","Safety","EHS Patrol","16-12-2024","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Closed","Coolant oil leakage from the secondary containment Cleaned","Selvadurai - WED",,"1"
"2678","16-12-2024","GRS","CSPU Armature line","IVW0148","Fumes sucker not working effectively, fumes killer exhaust duct is not connected outside, fumes spreads inside the production line","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000213139][1]_[1].jpg","Suggested to connect fumes killer duct outside the roof, and frequency cleaning fumes sucker for works effectively ","Safety","EHS Patrol","17-12-2024","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Open",,"Selvadurai - WED",,"1"
"2679","16-12-2024","GRS","CSPU Armature line ","IT0615 Inverter Hot Staking","Fumes sucker not working effectively, fumes accumulated around the machines, fumes killer duct not connected outside, causes breathing problem ","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000213158][1]_[1].jpg","Suggested to clean the dust frequently, if possible increase the hp in the motor","Safety","EHS Patrol","17-12-2024","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Open",,"Selvadurai - WED",,"1"
"2680","16-12-2024","GRS","Drive line","IL0126","Again same issue continues, huge coolant oil spillage from the secondary containment and from edges in connecting tubes.","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000213164][1]_[1].jpg","Suggested to resolve this coolant oil spillage issue permanently ","Safety","EHS Patrol","17-12-2024","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Open",,"Selvadurai - WED",,"1"
"2681","16-12-2024","GRS","Drive line ","IA0077 CNC","Huge coolant oil spillage from the secondary containment due to conveyor not working","Rank A","Reserved_ImageAttachment_[5]_[Photo][10]_[1000213168][1]_[1].jpg","Suggested to check the conveyor to work efficiently ","Safety","EHS Patrol","16-12-2024","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Open",,"Selvadurai - WED",,"1"
